STATION,DATE,NAME,PRCP,SNOW,SNWD,TMAX,TMIN
USC00441593,2020-09-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.0,60.1
USC00441593,2020-09-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,61.0
USC00441593,2020-09-10,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,77.0,68.0
USC00441593,2020-09-11,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,87.1,71.1
USC00441593,2020-09-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.0,66.9
USC00441593,2020-09-13,"CHARLOTTESVILLE 2 W, VA US",18.0,0.0,0.0,68.0,61.0
USC00441593,2020-09-14,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,82.0,62.1
USC00441593,2020-09-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,52.0
USC00441593,2020-09-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,48.9
USC00441593,2020-09-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,72.0,52.0
USC00441593,2020-09-18,"CHARLOTTESVILLE 2 W, VA US",112.0,0.0,0.0,64.0,59.0
USC00441593,2020-09-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,72.0,46.9
USC00441593,2020-09-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,62.1,42.1
USC00441593,2020-09-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.0,43.0
USC00441593,2020-09-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,43.0
USC00441593,2020-09-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,72.0,46.0
USC00441593,2020-09-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,57.0
USC00441593,2020-09-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,55.9
USC00441593,2020-09-26,"CHARLOTTESVILLE 2 W, VA US",160.0,0.0,0.0,63.0,55.9
USC00441593,2020-09-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,57.0
USC00441593,2020-09-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,57.9
USC00441593,2020-09-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,81.0,63.0
USC00441593,2020-09-30,"CHARLOTTESVILLE 2 W, VA US",284.0,0.0,0.0,78.1,51.1
USC00441593,2020-10-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,51.1
USC00441593,2020-10-02,"CHARLOTTESVILLE 2 W, VA US",51.0,0.0,0.0,77.0,51.1
USC00441593,2020-10-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,46.0
USC00441593,2020-10-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,45.0
USC00441593,2020-10-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,46.0
USC00441593,2020-10-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,46.9
USC00441593,2020-10-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,48.0
USC00441593,2020-10-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,81.0,55.9
USC00441593,2020-10-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,50.0
USC00441593,2020-10-10,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,71.1,50.0
USC00441593,2020-10-11,"CHARLOTTESVILLE 2 W, VA US",33.0,0.0,0.0,63.0,57.9
USC00441593,2020-10-12,"CHARLOTTESVILLE 2 W, VA US",508.0,0.0,0.0,66.0,61.0
USC00441593,2020-10-13,"CHARLOTTESVILLE 2 W, VA US",28.0,0.0,0.0,61.0,55.0
USC00441593,2020-10-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,48.9
USC00441593,2020-10-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,51.1
USC00441593,2020-10-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,52.0
USC00441593,2020-10-17,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,63.0,41.0
USC00441593,2020-10-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,39.9
USC00441593,2020-10-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,39.9
USC00441593,2020-10-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,48.0
USC00441593,2020-10-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,54.0
USC00441593,2020-10-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.0,59.0
USC00441593,2020-10-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,59.0
USC00441593,2020-10-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,59.0
USC00441593,2020-10-25,"CHARLOTTESVILLE 2 W, VA US",201.0,0.0,0.0,77.0,45.0
USC00441593,2020-10-26,"CHARLOTTESVILLE 2 W, VA US",38.0,0.0,0.0,46.9,44.1
USC00441593,2020-10-27,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,63.0,46.9
USC00441593,2020-10-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.9,55.0
USC00441593,2020-10-29,"CHARLOTTESVILLE 2 W, VA US",239.0,0.0,0.0,66.0,57.9
USC00441593,2020-10-30,"CHARLOTTESVILLE 2 W, VA US",536.0,0.0,0.0,73.9,48.0
USC00441593,2020-10-31,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.0,36.0
USC00441593,2020-11-01,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,54.0,36.0
USC00441593,2020-11-02,"CHARLOTTESVILLE 2 W, VA US",124.0,0.0,0.0,57.9,34.0
USC00441593,2020-11-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,36.0
USC00441593,2020-11-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,43.0
USC00441593,2020-11-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,46.0
USC00441593,2020-11-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,48.0
USC00441593,2020-11-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,53.1
USC00441593,2020-11-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,77.0,54.0
USC00441593,2020-11-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,57.0
USC00441593,2020-11-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,57.9
USC00441593,2020-11-11,"CHARLOTTESVILLE 2 W, VA US",117.0,0.0,0.0,75.9,61.0
USC00441593,2020-11-12,"CHARLOTTESVILLE 2 W, VA US",632.0,0.0,0.0,68.0,63.0
USC00441593,2020-11-13,"CHARLOTTESVILLE 2 W, VA US",122.0,0.0,0.0,63.0,46.9
USC00441593,2020-11-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,46.0
USC00441593,2020-11-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,62.1,46.0
USC00441593,2020-11-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.9,44.1
USC00441593,2020-11-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,60.1,42.1
USC00441593,2020-11-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,30.9
USC00441593,2020-11-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,30.9
USC00441593,2020-11-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,55.0,34.0
USC00441593,2020-11-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,39.0
USC00441593,2020-11-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,52.0
USC00441593,2020-11-23,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,60.1,48.0
USC00441593,2020-11-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,37.0
USC00441593,2020-11-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,51.1,37.0
USC00441593,2020-11-26,"CHARLOTTESVILLE 2 W, VA US",18.0,0.0,0.0,54.0,37.9
USC00441593,2020-11-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,51.1
USC00441593,2020-11-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,46.0
USC00441593,2020-11-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,60.1,39.0
USC00441593,2020-11-30,"CHARLOTTESVILLE 2 W, VA US",457.0,0.0,0.0,59.0,41.0
USC00441593,2020-12-01,"CHARLOTTESVILLE 2 W, VA US",198.0,0.0,0.0,61.0,37.0
USC00441593,2020-12-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,32.0
USC00441593,2020-12-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,51.1,33.1
USC00441593,2020-12-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.0,36.0
USC00441593,2020-12-05,"CHARLOTTESVILLE 2 W, VA US",345.0,0.0,0.0,53.1,43.0
USC00441593,2020-12-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,33.1
USC00441593,2020-12-07,"CHARLOTTESVILLE 2 W, VA US",3.0,5.0,0.0,46.9,28.9
USC00441593,2020-12-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,37.9,28.9
USC00441593,2020-12-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,28.9
USC00441593,2020-12-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,32.0
USC00441593,2020-12-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,60.1,37.0
USC00441593,2020-12-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,37.0
USC00441593,2020-12-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,45.0
USC00441593,2020-12-14,"CHARLOTTESVILLE 2 W, VA US",122.0,0.0,0.0,66.9,37.9
USC00441593,2020-12-15,"CHARLOTTESVILLE 2 W, VA US",140.0,0.0,0.0,43.0,28.9
USC00441593,2020-12-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,42.1,27.0
USC00441593,2020-12-17,"CHARLOTTESVILLE 2 W, VA US",343.0,0.0,0.0,32.0,26.1
USC00441593,2020-12-18,"CHARLOTTESVILLE 2 W, VA US",3.0,3.0,0.0,32.0,26.1
USC00441593,2020-12-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.0,28.0
USC00441593,2020-12-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,37.9,28.0
USC00441593,2020-12-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,32.0
USC00441593,2020-12-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,33.1
USC00441593,2020-12-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,30.0
USC00441593,2020-12-24,"CHARLOTTESVILLE 2 W, VA US",66.0,0.0,0.0,48.0,30.9
USC00441593,2020-12-25,"CHARLOTTESVILLE 2 W, VA US",625.0,0.0,0.0,52.0,30.9
USC00441593,2020-12-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,33.1,16.0
USC00441593,2020-12-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,35.1,17.1
USC00441593,2020-12-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,42.1,24.1
USC00441593,2020-12-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,32.0
USC00441593,2020-12-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,43.0,27.0
USC00441593,2020-12-31,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,28.9
USC00441593,2021-01-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,35.1
USC00441593,2021-01-02,"CHARLOTTESVILLE 2 W, VA US",236.0,0.0,0.0,44.1,32.0
USC00441593,2021-01-03,"CHARLOTTESVILLE 2 W, VA US",58.0,0.0,0.0,61.0,37.9
USC00441593,2021-01-04,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,42.1,37.9
USC00441593,2021-01-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,43.0,34.0
USC00441593,2021-01-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,34.0
USC00441593,2021-01-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,30.0
USC00441593,2021-01-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,45.0,30.0
USC00441593,2021-01-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,41.0,30.9
USC00441593,2021-01-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,32.0
USC00441593,2021-01-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,30.9
USC00441593,2021-01-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.0,30.0
USC00441593,2021-01-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,30.9
USC00441593,2021-01-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,36.0
USC00441593,2021-01-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,55.9,30.0
USC00441593,2021-01-16,"CHARLOTTESVILLE 2 W, VA US",28.0,0.0,0.0,44.1,30.0
USC00441593,2021-01-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.9,28.0
USC00441593,2021-01-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,30.9
USC00441593,2021-01-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,41.0,30.0
USC00441593,2021-01-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,30.9
USC00441593,2021-01-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,28.9
USC00441593,2021-01-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,30.9
USC00441593,2021-01-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,28.0
USC00441593,2021-01-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.0,24.1
USC00441593,2021-01-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.9,24.1
USC00441593,2021-01-26,"CHARLOTTESVILLE 2 W, VA US",183.0,5.0,0.0,36.0,30.0
USC00441593,2021-01-27,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,39.9,30.0
USC00441593,2021-01-28,"CHARLOTTESVILLE 2 W, VA US",8.0,13.0,25.0,46.0,28.0
USC00441593,2021-01-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,36.0,19.0
USC00441593,2021-01-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,35.1,19.9
USC00441593,2021-01-31,"CHARLOTTESVILLE 2 W, VA US",91.0,94.0,102.0,39.0,23.0
USC00441593,2021-02-01,"CHARLOTTESVILLE 2 W, VA US",48.0,13.0,102.0,30.0,27.0
USC00441593,2021-02-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,35.1,28.0
USC00441593,2021-02-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,25.0,41.0,30.0
USC00441593,2021-02-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,28.9
USC00441593,2021-02-05,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,55.0,30.9
USC00441593,2021-02-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,55.9,34.0
USC00441593,2021-02-07,"CHARLOTTESVILLE 2 W, VA US",91.0,64.0,76.0,50.0,30.9
USC00441593,2021-02-08,"CHARLOTTESVILLE 2 W, VA US",41.0,38.0,25.0,45.0,23.0
USC00441593,2021-02-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,25.0,39.9,24.1
USC00441593,2021-02-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,28.9
USC00441593,2021-02-11,"CHARLOTTESVILLE 2 W, VA US",25.0,0.0,0.0,39.0,30.9
USC00441593,2021-02-12,"CHARLOTTESVILLE 2 W, VA US",191.0,122.0,127.0,34.0,25.0
USC00441593,2021-02-13,"CHARLOTTESVILLE 2 W, VA US",10.0,0.0,102.0,30.0,25.0
USC00441593,2021-02-14,"CHARLOTTESVILLE 2 W, VA US",81.0,3.0,76.0,30.0,27.0
USC00441593,2021-02-15,"CHARLOTTESVILLE 2 W, VA US",10.0,0.0,51.0,34.0,28.0
USC00441593,2021-02-16,"CHARLOTTESVILLE 2 W, VA US",213.0,0.0,25.0,34.0,30.9
USC00441593,2021-02-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,23.0
USC00441593,2021-02-18,"CHARLOTTESVILLE 2 W, VA US",97.0,23.0,25.0,37.0,24.1
USC00441593,2021-02-19,"CHARLOTTESVILLE 2 W, VA US",79.0,15.0,51.0,30.0,24.1
USC00441593,2021-02-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,25.0,41.0,25.0
USC00441593,2021-02-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,34.0,19.9
USC00441593,2021-02-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.0,21.9
USC00441593,2021-02-23,"CHARLOTTESVILLE 2 W, VA US",107.0,0.0,0.0,41.0,28.9
USC00441593,2021-02-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,61.0,34.0
USC00441593,2021-02-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,43.0
USC00441593,2021-02-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.9,36.0
USC00441593,2021-02-27,"CHARLOTTESVILLE 2 W, VA US",137.0,0.0,0.0,48.0,30.9
USC00441593,2021-02-28,"CHARLOTTESVILLE 2 W, VA US",122.0,0.0,0.0,55.0,37.9
USC00441593,2021-03-01,"CHARLOTTESVILLE 2 W, VA US",97.0,0.0,0.0,53.1,48.0
USC00441593,2021-03-02,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,54.0,32.0
USC00441593,2021-03-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,30.9
USC00441593,2021-03-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,35.1
USC00441593,2021-03-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.9,26.1
USC00441593,2021-03-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,28.0
USC00441593,2021-03-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,28.0
USC00441593,2021-03-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,28.0
USC00441593,2021-03-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,61.0,32.0
USC00441593,2021-03-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,46.9
USC00441593,2021-03-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,46.9
USC00441593,2021-03-12,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,79.0,53.1
USC00441593,2021-03-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,48.9
USC00441593,2021-03-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,43.0
USC00441593,2021-03-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.0,34.0
USC00441593,2021-03-16,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,51.1,33.1
USC00441593,2021-03-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,43.0,33.1
USC00441593,2021-03-18,"CHARLOTTESVILLE 2 W, VA US",84.0,0.0,0.0,45.0,39.0
USC00441593,2021-03-19,"CHARLOTTESVILLE 2 W, VA US",86.0,0.0,0.0,52.0,37.9
USC00441593,2021-03-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,30.0
USC00441593,2021-03-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,30.0
USC00441593,2021-03-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,36.0
USC00441593,2021-03-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.9,37.0
USC00441593,2021-03-24,"CHARLOTTESVILLE 2 W, VA US",25.0,0.0,0.0,60.1,46.9
USC00441593,2021-03-25,"CHARLOTTESVILLE 2 W, VA US",28.0,0.0,0.0,60.1,48.0
USC00441593,2021-03-26,"CHARLOTTESVILLE 2 W, VA US",36.0,0.0,0.0,68.0,48.0
USC00441593,2021-03-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,51.1
USC00441593,2021-03-28,"CHARLOTTESVILLE 2 W, VA US",119.0,0.0,0.0,73.0,52.0
USC00441593,2021-03-29,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,68.0,39.9
USC00441593,2021-03-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,62.1,39.9
USC00441593,2021-03-31,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,42.1
USC00441593,2021-04-01,"CHARLOTTESVILLE 2 W, VA US",262.0,0.0,0.0,61.0,39.0
USC00441593,2021-04-02,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,48.0,27.0
USC00441593,2021-04-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,27.0
USC00441593,2021-04-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.0,32.0
USC00441593,2021-04-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,50.0
USC00441593,2021-04-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,50.0
USC00441593,2021-04-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,55.9
USC00441593,2021-04-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,53.1
USC00441593,2021-04-09,"CHARLOTTESVILLE 2 W, VA US",257.0,0.0,0.0,75.9,52.0
USC00441593,2021-04-10,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,60.1,53.1
USC00441593,2021-04-11,"CHARLOTTESVILLE 2 W, VA US",127.0,0.0,0.0,71.1,54.0
USC00441593,2021-04-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,55.0
USC00441593,2021-04-13,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,71.1,48.9
USC00441593,2021-04-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,50.0
USC00441593,2021-04-15,"CHARLOTTESVILLE 2 W, VA US",97.0,0.0,0.0,66.0,52.0
USC00441593,2021-04-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,44.1
USC00441593,2021-04-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,44.1
USC00441593,2021-04-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,45.0
USC00441593,2021-04-19,"CHARLOTTESVILLE 2 W, VA US",56.0,0.0,0.0,64.0,46.0
USC00441593,2021-04-20,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,64.0,48.0
USC00441593,2021-04-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,51.1
USC00441593,2021-04-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.0,32.0
USC00441593,2021-04-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,36.0
USC00441593,2021-04-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,39.0
USC00441593,2021-04-25,"CHARLOTTESVILLE 2 W, VA US",168.0,0.0,0.0,59.0,46.9
USC00441593,2021-04-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.9,46.9
USC00441593,2021-04-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,48.0
USC00441593,2021-04-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,86.0,51.1
USC00441593,2021-04-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,64.9
USC00441593,2021-04-30,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,84.9,57.0
USC00441593,2021-05-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,72.0,45.0
USC00441593,2021-05-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,46.0
USC00441593,2021-05-03,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,84.0,55.9
USC00441593,2021-05-04,"CHARLOTTESVILLE 2 W, VA US",18.0,0.0,0.0,75.0,60.1
USC00441593,2021-05-05,"CHARLOTTESVILLE 2 W, VA US",69.0,0.0,0.0,84.9,62.1
USC00441593,2021-05-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,81.0,46.0
USC00441593,2021-05-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.0,44.1
USC00441593,2021-05-08,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,57.0,41.0
USC00441593,2021-05-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.0,44.1
USC00441593,2021-05-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,48.0
USC00441593,2021-05-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,52.0
USC00441593,2021-05-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,46.9
USC00441593,2021-05-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,46.9
USC00441593,2021-05-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,48.0
USC00441593,2021-05-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,71.1,51.1
USC00441593,2021-05-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,53.1
USC00441593,2021-05-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,62.1,46.9
USC00441593,2021-05-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,51.1
